Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
102 U AVE,GRANT,IA,50847,41.14105,-94.9846,1,947520
501 ELLIOTT ST,STANTON,IA,51573,40.98419,-95.1015,1,947521
406 E 3RD ST,VILLISCA,IA,50864,40.92971,-94.9746,1,947522
2900 MULBERRY AVE.,MUSCATINE,IA,52761,41.44343,-91.0671,1,1593705
104 SAND RUN RD.,FRUITLAND,IA,52749,41.35563,-91.1238,1,947526
3300 CEDAR ST.,MUSCATINE,IA,52761,41.43585,-91.08,1,1593706
318 COMMERCE ST.,STOCKTON,IA,52769,41.59104,-90.8544,1,1593707
122 3RD ST.,ATALISSA,IA,52720,41.57192,-91.1646,1,947529
621 KINDLER AVE.,MUSCATINE,IA,52761,41.42918,-91.0712,1,947538
403 E. 9TH ST.,MUSCATINE,IA,52761,41.42877,-91.0481,1,947535
3211 MULBERRY AVE.,MUSCATINE,IA,52761,41.44467,-91.0755,1,947531
408 E. 2ND ST.,MUSCATINE,IA,52761,41.42302,-91.0424,1,947534
152 COLORADO ST.,MUSCATINE,IA,52761,41.44243,-91.0271,1,947539
600 KINDLER AVE.,MUSCATINE,IA,52761,41.42866,-91.0715,1,947532
210 TAYLOR ST.,MUSCATINE,IA,52761,41.41419,-91.0634,1,947537
705 BARRY AVE.,MUSCATINE,IA,52761,41.44008,-91.0548,1,947536
1820 1ST AVE.,MUSCATINE,IA,52761,41.44492,-91.0347,1,947540
901 CEDAR ST.,MUSCATINE,IA,52761,41.42801,-91.0491,1,947533
102 3RD ST.,CONESVILLE,IA,52739,41.3818,-91.3486,0.6,947541
429 IJEM AVE.,NICHOLS,IA,52766,41.48129,-91.3079,1,947542
2427 INDEPENDENCE AVE.,LETTS,IA,52754,41.38527,-91.215,0.9,1593704
1002 CYPRESS ST.,WILTON,IA,52778,41.5949,-91.0112,1,947543
1204 N. CALHOUN ST.,WEST LIBERTY,IA,52776,41.57897,-91.2635,1,1593708
1204 N. CALHOUN ST.,WEST LIBERTY,IA,52776,41.57897,-91.2635,1,1593709
149 COLORADO ST.,MUSCATINE,IA,52761,41.44273,-91.027,1,947545
1002 CYPRESS ST.,WILTON,IA,52778,41.5949,-91.0112,1,947547
416 NINTH STREET,SHELDON,IA,51201,43.18017,-95.8524,1,947548
225 MAIN STREET,SANBORN,IA,51248,43.18181,-95.6559,1,947549
91 FIRST STREET SE,HARTLEY,IA,51346,43.18009,-95.476,1,947550
416 NINTH STREET,SHELDON,IA,51201,43.18017,-95.8524,1,947551
416 NINTH STREET,SHELDON,IA,51201,43.18017,-95.8524,1,947552
416 NINTH STREET,SHELDON,IA,51201,43.18017,-95.8524,1,947553
155 THIRD STREET NE,PRIMGHAR,IA,51245,43.0889,-95.6275,1,947554
307 W GROESBECK STREET,PAULLINA,IA,51046,42.97793,-95.6919,0.9,947555
509 S BEECH STREET,SUTHERLAND,IA,51058,42.96967,-95.4916,1,947556
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,947558
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,947560
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,947557
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,947561
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,947562
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,1593710
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,1593711
612 8TH ST,SIBLEY,IA,51249,43.40016,-95.7448,1,1593712
305 E GLEN MILLER DR,CLARINDA,IA,51632,40.72845,-95.0359,0.7,947567
305 E GLENN MILLER DRIVE,CLARINDA,IA,51632,40.72845,-95.0359,1,947568
111 FORBES ST,ESSEX,IA,51638,40.82717,-95.3087,1,947573
307 MAIN ST.,SHAMBAUGH,IA,51651,40.65832,-95.0338,1,947571
506 DEPOT ST,COIN,IA,51636,40.66175,-95.2306,1,947572
800 W SHERIDAN AVE,SHENANDOAH,IA,51601,40.76609,-95.3751,1,947574
601 DR CREIGHTON CIR,SHENANDOAH,IA,51601,40.75765,-95.3846,0.5,947575
601 DR CREIGHTON CIR,SHENANDOAH,IA,51601,40.75765,-95.3846,0.5,947576
3200 COLLEGE DR,EMMETSBURG,IA,50536,43.12634,-94.693,1,947580
3200 COLLEGE DR,EMMETSBURG,IA,50536,43.12634,-94.693,1,947581
3200 COLLEGE DR,EMMETSBURG,IA,50536,43.12634,-94.693,1,947578
3200 COLLEGE DR,EMMETSBURG,IA,50536,43.12634,-94.693,1,947579
1503 ROLLING ST,RUTHVEN,IA,51358,43.12938,-94.8997,1,1593713
316 S BROADWAY AVE,WEST BEND,IA,50597,42.95739,-94.4451,1,947583
850 KERR DRIVE,AKRON,IA,51001,42.83148,-96.5515,1,947584
511 ROOSEVELT ST,REMSEN,IA,51050,42.75947,-95.9383,0.2,1593714
305 OAK STREET,BRUNSVILLE,IA,51008,42.80959,-96.2689,0.6,947585
977 3RD AVENUE SW,LE MARS,IA,51031,42.78327,-96.171,1,948206
205 W. MAIN STREET,HINTON,IA,51024,42.62677,-96.2937,1,947587
322 QUEST AVENUE,KINGSLEY,IA,51028,42.57667,-95.9779,0.9,947588
608 MAIN STREET,MERRILL,IA,51038,42.72009,-96.2548,0.9,948205
935 PARK LANE,LE MARS,IA,51031,42.80285,-96.1582,1,948304
921 3RD AVENUE SW,LE MARS,IA,51031,42.78238,-96.171,1,948305
921 3RD AVENUE SW,LE MARS,IA,51031,42.78238,-96.171,1,948306
22504 C60,HINTON,IA,51024,42.63404,-96.3728,1,947589
511 ROOSEVELT ST,REMSEN,IA,51050,42.75947,-95.9383,0.2,947590
215 LINDEN ST,WESTFIELD,IA,51062,42.75555,-96.6019,1,948207
702 NW 7TH ST,POCAHONTAS,IA,50574,42.74302,-94.6788,1,947591
119 N MAIN ST,FONDA,IA,50540,42.58113,-94.8462,1,947592
319 GARFIELD,ROLFE,IA,50581,42.8138,-94.5277,1,947594
702 NW 7TH ST,POCAHONTAS,IA,50574,42.74302,-94.6788,1,947596
205 2ND AVE NW,POCAHONTAS,IA,50574,42.73434,-94.6742,1,947598
205 2ND AVE NW,POCAHONTAS,IA,50574,42.73434,-94.6742,1,947599
300 W GARFIELD,LAURENS,IA,50554,42.852,-94.8507,1,947601
315 NE 141ST AVE,ALLEMAN,IA,50007,41.81798,-93.614,1,948307
5701 SE 66TH PL,CARLISLE,IA,50047,41.52192,-93.4993,1,948308
910 7TH AVE SE,ALTOONA,IA,50009,41.64178,-93.4586,1,947704
910 7TH AVE SE,ALTOONA,IA,50009,41.64178,-93.4586,1,947705
300 17TH AVE SW,ALTOONA,IA,50009,41.64935,-93.4837,1,947706
8325 NE UNIVERSITY AVE,PLEASANT HILL,IA,50327,41.59899,-93.4383,1,947707
301 6TH ST SW,ALTOONA,IA,50009,41.64725,-93.4679,1,1593715
1020 SW CHERRY ST,ANKENY,IA,50023,41.72127,-93.61,1,947708
2600 NW ASH DRIVE,ANKENY,IA,50023,41.75349,-93.6121,1,947717
1350 SW VINTAGE PKWY,ANKENY,IA,50023,41.71173,-93.618,1,947718
1900 NW 4TH ST,ANKENY,IA,50023,41.73703,-93.6244,1,947719
2405 SE CREEKVIEW DR,ANKENY,IA,50023,41.7049,-93.5689,0.9,1593716
1850 SW COLLEGE AVE,ANKENY,IA,50023,41.71252,-93.6301,1,1593717
1055 SW PRARIE TRAIL PKWY,ANKENY,IA,50023,41.71149,-93.6127,0.9,1593718
710 NE 36TH ST,ANKENY,IA,50021,41.76229,-93.5874,1,947709
1705 NE TRILEIN DR,ANKENY,IA,50021,41.74552,-93.5889,1,947710
3800 NW ABILENE BLVD,ANKENY,IA,50023,41.76303,-93.6277,1,947711
710 SE 3RD ST,ANKENY,IA,50023,41.73031,-93.59,0.9,947712
1005 SE TRILEIN DR,ANKENY,IA,50021,41.72003,-93.5896,1,947713
2006 S ANKENY BLVD,ANKENY,IA,50023,41.70689,-93.6107,1,947714
2920 NW 9TH ST,ANKENY,IA,50023,41.73842,-93.6382,1,947715
2006 S ANKENY BLVD,ANKENY,IA,50023,41.70689,-93.6107,1,947716
700 GARFIELD ST SW,BONDURANT,IA,50035,41.69371,-93.4665,1,947720
700 GARFIELD ST SW,BONDURANT,IA,50035,41.69371,-93.4665,1,1593719
8325 NE UNIVERSITY AVE,PLEASANT HILL,IA,50327,41.59899,-93.4383,1,947721
8505 HARBACH BLVD,CLIVE,IA,50325,41.60807,-93.7345,1,947722
8355 FRANKLIN AVE,CLIVE,IA,50325,41.61207,-93.7329,1,947723
9401 INDIAN HILLS DR,CLIVE,IA,50325,41.60336,-93.748,1,947724
14300 HICKMAN RD,CLIVE,IA,50325,41.61415,-93.8158,1,947725
2910 SW APPLEWOOD ST,ANKENY,IA,50023,41.69961,-93.635,1,1593720
406 SW SCHOOL ST,ANKENY,IA,50023,41.72797,-93.6037,1,1593721
2006 S ANKENY BLVD,DES MOINES,IA,50313,41.59883,-93.5818,0.9,947727
4401 E 46TH ST,DES MOINES,IA,50317,41.63967,-93.5217,1,947728
2900 E 42ND ST,DES MOINES,IA,50317,41.62063,-93.5329,1,947602
3929 BELL AIRE RD,DES MOINES,IA,50310,41.6404,-93.6713,1,947611
4827 MADISON AVE,DES MOINES,IA,50310,41.63316,-93.685,1,947612
3716 50TH ST,DES MOINES,IA,50310,41.62876,-93.6879,1,947613
3716 50TH ST,DES MOINES,IA,50310,41.62876,-93.6879,1,947614
2401 56TH ST,DES MOINES,IA,50310,41.61606,-93.694,1,947615
4801 FRANKLIN AVE,DES MOINES,IA,50310,41.61169,-93.6833,1,947616
4800 AURORA AVE,DES MOINES,IA,50310,41.63614,-93.6835,1,947617
2309 EUCLID AVE,DES MOINES,IA,50310,41.62911,-93.6478,1,947618
203 E EUCLID AVE,DES MOINES,IA,50313,41.62727,-93.6157,1,947619
501 HOLCOMB AVE,DES MOINES,IA,50313,41.61734,-93.6232,1,947620
2700 E 42ND ST,DES MOINES,IA,50317,41.61958,-93.5328,1,947603
203 E EUCLID AVE,DES MOINES,IA,50313,41.62727,-93.6157,1,947621
3101 E 12TH ST,DES MOINES,IA,50316,41.62345,-93.6044,1,947622
705 E UNIVERSITY AVE,DES MOINES,IA,50316,41.59927,-93.6109,1,947623
815 E 13TH ST,DES MOINES,IA,50316,41.59671,-93.6013,1,947624
2820 E 24TH ST,DES MOINES,IA,50317,41.62182,-93.574,1,947625
2820 E 24TH ST,DES MOINES,IA,50317,41.62182,-93.574,1,947626
1411 E 33RD ST,DES MOINES,IA,50317,41.60533,-93.5508,1,947627
3100 EASTON BLVD,DES MOINES,IA,50317,41.61188,-93.5564,1,947628
2700 E 42ND ST,DES MOINES,IA,50317,41.61958,-93.5328,1,947629
4401 E 46TH ST,DES MOINES,IA,50317,41.63967,-93.5217,1,947630
3300 E 29TH ST,DES MOINES,IA,50317,41.62501,-93.5622,1,947604
2116 E 39TH ST,DES MOINES,IA,50317,41.61396,-93.5399,1,947631
2941 DEAN AVE,DES MOINES,IA,50317,41.59096,-93.559,1,947632
815 E 13TH ST,DES MOINES,IA,50316,41.59671,-93.6013,1,947633
815 E 13TH ST,DES MOINES,IA,50316,41.59671,-93.6013,1,947634
1214 E 15TH ST,DES MOINES,IA,50316,41.60135,-93.5981,1,947635
1541 8TH ST,DES MOINES,IA,50314,41.60717,-93.6279,1,947636
1849 FOREST AVE,DES MOINES,IA,50314,41.60456,-93.642,1,947637
1849 FOREST AVE,DES MOINES,IA,50314,41.60456,-93.642,1,947638
2507 UNIVERSITY AVE,DES MOINES,IA,50311,41.60047,-93.6515,1,947639
4801 FRANKLIN AVE,DES MOINES,IA,50310,41.61169,-93.6833,1,947640
1555 1ST AVE N,ALTOONA,IA,50009,41.66513,-93.463,1,947605
2250 30TH ST,DES MOINES,IA,50310,41.61459,-93.6588,1,947641
2601 FOREST AVE,DES MOINES,IA,50310,41.60421,-93.6522,0.9,947642
4301 COLLEGE AVE,DES MOINES,IA,50311,41.60791,-93.6768,1,947643
4419 CENTER ST,DES MOINES,IA,50312,41.59257,-93.6783,1,947644
4419 CENTER ST,DES MOINES,IA,50312,41.59257,-93.6783,1,947645
831 42ND ST,DES MOINES,IA,50312,41.59286,-93.6741,1,947646
1214 E 15TH ST,DES MOINES,IA,50316,41.60135,-93.5981,1,947647
233 CENTER ST,DES MOINES,IA,50309,41.59207,-93.621,1,947648
900 MULBERRY ST,DES MOINES,IA,50309,41.58394,-93.6282,1,947649
2941 DEAN AVE,DES MOINES,IA,50317,41.59096,-93.559,1,947650
806 E HOFFMAN ST,DES MOINES,IA,50316,41.63232,-93.6076,1,947606
3825 INDIANOLA AVE,DES MOINES,IA,50320,41.54898,-93.5917,1,947651
2929 SE 22ND ST,DES MOINES,IA,50320,41.55797,-93.5768,1,947652
901 E PARK AVE,DES MOINES,IA,50315,41.55495,-93.6004,1,947653
2900 INDIANOLA AVE,DES MOINES,IA,50316,41.55864,-93.604,0.9,947654
1610 SE 6TH ST,DES MOINES,IA,50315,41.57344,-93.6059,1,947655
400 LOCUST ST,DES MOINES,IA,50309,41.58713,-93.6228,1,947656
1912 GRAND AVE,DES MOINES,IA,50316,41.57287,-93.7302,0.9,947657
950 15TH ST,DES MOINES,IA,50314,41.59427,-93.639,1,947658
3010 CENTER ST,DES MOINES,IA,50312,41.59105,-93.6584,1,947659
730 3RD ST,DES MOINES,IA,50309,41.59154,-93.6217,1,947660
3025 OXFORD ST,DES MOINES,IA,50313,41.62293,-93.6169,1,947607
3010 CENTER ST,DES MOINES,IA,50312,41.59105,-93.6584,1,947661
316 37TH ST,DES MOINES,IA,50312,41.58261,-93.6673,1,947662
2507 UNIVERSITY AVE,DES MOINES,IA,50312,41.60047,-93.6515,0.9,947663
225 56TH ST,DES MOINES,IA,50312,41.57991,-93.6933,1,947664
2501 PARK AVE,DES MOINES,IA,50321,41.55563,-93.6521,1,947665
2600 SW 9TH ST,DES MOINES,IA,50315,41.56198,-93.6265,1,947666
2600 SW 9TH ST,DES MOINES,IA,50315,41.56198,-93.6265,1,947667
3141 SW 9TH ST,DES MOINES,IA,50315,41.55636,-93.6253,1,947668
2600 SW 9TH ST,DES MOINES,IA,50315,41.56198,-93.6265,1,947669
2100 SE 5TH ST,DES MOINES,IA,50315,41.56822,-93.6073,1,947670
3928 6TH AVE,DES MOINES,IA,50313,41.63256,-93.6252,1,947608
901 E PARK AVE,DES MOINES,IA,50315,41.55495,-93.6004,1,947671
2929 SE 22ND ST,DES MOINES,IA,50315,41.55797,-93.5768,0.9,947672
3825 INDIANOLA AVE,DES MOINES,IA,50320,41.54898,-93.5917,1,947673
6550 BLOOMFIELD RD,DES MOINES,IA,50320,41.52361,-93.5949,1,947674
201 COUNTRY LINE RD,DES MOINES,IA,50320,41.54454,-93.5824,0.33,947675
1111 E ARMY POST RD,DES MOINES,IA,50315,41.52328,-93.6017,1,947676
801 E KENYON AVE,DES MOINES,IA,50315,41.53483,-93.6021,1,947677
100 PAYTON AVE,DES MOINES,IA,50315,41.52974,-93.6166,1,947678
801 E KENYON AVE,DES MOINES,IA,50315,41.53483,-93.6021,1,947679
111 PORTER AVE,DES MOINES,IA,50315,41.5341,-93.6171,1,947680
4827 MADISON AVE,DES MOINES,IA,50310,41.63316,-93.685,1,947609
5001 SW 14TH ST,DES MOINES,IA,50315,41.53955,-93.6346,1,947681
2600 SW 9TH ST,DES MOINES,IA,50315,41.56198,-93.6265,1,947682
2425 WATROUS AVE,DES MOINES,IA,50321,41.5487,-93.6505,1,947683
1401 GEIL AVE,DES MOINES,IA,50315,41.52507,-93.6365,1,947684
201 COUNTY LINE RD,DES MOINES,IA,50320,41.51424,-93.6184,1,947685
4827 MADISON AVE,DES MOINES,IA,50310,41.63316,-93.685,1,947610
2910 SW APPLEWOOD ST,ANKENY,IA,50023,41.69961,-93.635,1,947730
252 N WASHINGTON AVE,ELKHART,IA,50073,41.79429,-93.5284,1,947731
670 SE 68TH ST,PLEASANT HILL,IA,50327,41.57963,-93.4732,1,947732
300 GARFIELD ST SW,BONDURANT,IA,50035,41.69842,-93.4654,1,947733
12130 NW 128TH ST,GRANGER,IA,50109,41.7816,-93.7925,1,1593722
500 S JAMES ST,GRIMES,IA,50111,41.68475,-93.7962,1,947734
500 S JAMES ST,GRIMES,IA,50111,41.68475,-93.7962,1,947735
410 SE MAIN ST,GRIMES,IA,50111,41.68421,-93.7916,1,1593723
410 SE MAIN ST,GRIMES,IA,50111,41.68421,-93.7916,1,947736
6501 NW 62ND AVE,JOHNSTON,IA,50131,41.67404,-93.706,1,947737
6501 NW 62ND AVE,JOHNSTON,IA,50131,41.67404,-93.706,1,947738
7370 NW 54TH AVE,JOHNSTON,IA,50131,41.6564,-93.7195,1,947739
8701 LYNDHURST DR,JOHNSTON,IA,50131,41.67972,-93.7379,1,1593724
6207 NW 62ND AVE,JOHNSTON,IA,50131,41.67395,-93.7028,1,1593725
6207 NW 62ND AVE,JOHNSTON,IA,50131,41.67395,-93.7028,1,1593726
1400 W BROADWAY ST,POLK CITY,IA,50226,41.77771,-93.7259,1,1593727
308 ELM AVE NW,MITCHELLVILLE,IA,50169,41.67042,-93.3634,1,947740
5299 E UNIVERSITY AVE,PLEASANT HILL,IA,50327,41.59809,-93.5085,1,947741
5299 E UNIVERSITY AVE,PLEASANT HILL,IA,50327,41.59809,-93.5085,1,947742
670 SE 68TH ST,PLEASANT HILL,IA,50327,41.57963,-93.4732,1,947743
1400 W BROADWAY ST,POLK CITY,IA,50226,41.77771,-93.7259,1,947744
6575 SE 116TH ST,RUNNELLS,IA,50237,41.52117,-93.357,1,947745
125 NW BROADWAY AVE,DES MOINES,IA,50313,41.64442,-93.6189,1,947746
5810 NE 14TH ST,DES MOINES,IA,50313,41.66579,-93.6018,1,947747
1400 W BROADWAY ST,POLK CITY,IA,50226,41.77771,-93.7259,1,947749
6301 AURORA AVE,URBANDALE,IA,50322,41.6372,-93.7043,1,947750
12955 AURORA AVE,URBANDALE,IA,50323,41.63782,-93.7967,1,947759
11121 HICKMAN RD,URBANDALE,IA,50322,41.61504,-93.7716,1,947760
8100 AIRLINE AVE,URBANDALE,IA,50322,41.63238,-93.7299,1,947751
3500 74TH ST,URBANDALE,IA,50322,41.62621,-93.7225,1,947752
7701 AURORA AVE,URBANDALE,IA,50322,41.63787,-93.7243,1,947753
7701 AURORA AVE,URBANDALE,IA,50322,41.63787,-93.7243,1,947754
7111 AURORA AVE,URBANDALE,IA,50322,41.63746,-93.7147,1,947755
3305 92ND ST,URBANDALE,IA,50322,41.62516,-93.7434,1,947756
9000 DOUGLAS AVE,URBANDALE,IA,50322,41.62904,-93.743,1,947757
12955 AURORA AVE,URBANDALE,IA,50323,41.63782,-93.7967,1,947758
11180 NE 134TH AVE,MAXWELL,IA,50161,41.80594,-93.3676,1,947761
4827 MADISON AVE,DES MOINES,IA,50310,41.63316,-93.685,1,947762
1401 VINE ST,WEST DES MOINES,IA,50265,41.57841,-93.7233,1,947763
1601 VINE ST,DES MOINES,IA,50266,41.58834,-93.5915,0.9,947764
713 8TH ST,WEST DES MOINES,IA,50265,41.58016,-93.7117,1,947765
1601 VINE ST,WEST DES MOINES,IA,50265,41.57794,-93.7251,1,947766
600 39TH ST,WEST DES MOINES,IA,50265,41.57813,-93.7579,1,947767
1020 8TH ST,WEST DES MOINES,IA,50266,41.58682,-93.7141,0.9,947768
5500 EP TRUE PKWY,WEST DES MOINES,IA,50265,41.57305,-93.7827,0.9,1593728
1020 8TH ST,WEST DES MOINES,IA,50265,41.58682,-93.7141,1,1593729
1050 50TH ST,WEST DES MOINES,IA,50266,41.58633,-93.7724,1,947769
3650 WOODLAND AVE,WEST DES MOINES,IA,50266,41.58691,-93.7542,1,947770
5300 ASWORTH RD,WEST DES MOINES,IA,50266,41.57034,-93.7994,0.33,947771
625 S 35TH ST,WEST DES MOINES,IA,50266,41.56262,-93.7552,0.9,947774
625 S 35TH ST,WEST DES MOINES,IA,50265,41.56262,-93.7552,1,947775
3550 MILLS CIVIC PKWY,WEST DES MOINES,IA,50265,41.56631,-93.7574,1,947776
807 23RD ST,WEST DES MOINES,IA,50265,41.58176,-93.7346,1,947777
4105 FULLER RD,WEST DES MOINES,IA,50265,41.56092,-93.7567,1,947778
625 S 35TH ST,WEST DES MOINES,IA,50265,41.56262,-93.7552,1,947779
5959 GRAND AVE,WEST DES MOINES,IA,50266,41.5423,-93.7899,0.9,1593730
4444 FULLER RD,WEST DES MOINES,IA,50265,41.55913,-93.7588,1,1593731
5912 UNIVERSITY AVE,DES MOINES,IA,50311,41.59998,-93.6995,1,947780
1600 73RD ST,WINDSOR HEIGHTS,IA,50324,41.60833,-93.7185,1,947781
9401 INDIAN HILLS DR,CLIVE,IA,50325,41.60336,-93.748,1,947782
768 S MAPLE ST,AVOCA,IA,51521,41.47078,-95.341,1,1593737
18997 HWY 59,OAKLAND,IA,51560,41.29022,-95.4033,1,947805
1000 WILLOW DR,CARTER LAKE,IA,51510,41.29016,-95.9172,0.9,1593735
1000 WILLOW DR,CARTER LAKE,IA,51501,41.29016,-95.9172,0.8,1593736
3130 AVENUE C,COUNCIL BLUFFS,IA,51501,41.26466,-95.8958,1,947783
3130 AVENUE C,COUNCIL BLUFFS,IA,51501,41.26466,-95.8958,1,947784
2828 AVE G,COUNCIL BLUFFS,IA,51501,41.23238,-95.8751,1,947785
715 N 21ST ST,COUNCIL BLUFFS,IA,51501,41.27,-95.8748,1,947786
715 N 21ST ST,COUNCIL BLUFFS,IA,51501,41.27,-95.8748,1,947787
1205 N BROADWAY,COUNCIL BLUFFS,IA,51503,41.27305,-95.8361,1,947788
140 W KANESVILLE BLVD,COUNCIL BLUFFS,IA,51503,41.26461,-95.8463,1,947789
1205 N BROADWAY,COUNCIL BLUFFS,IA,51503,41.27305,-95.8361,1,947790
1225 COLLEGE ROAD,COUNCIL BLUFFS,IA,51503,41.27002,-95.8121,1,947791
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503,41.25668,-95.8205,1,1593732
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503,41.25668,-95.8205,1,1593733
11 S 1ST ST,COUNCIL BLUFFS,IA,51503,41.263,-95.8432,1,947793
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503,41.25668,-95.8205,1,947794
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503,41.25668,-95.8205,1,947795
2011 S 10TH ST,COUNCIL BLUFFS,IA,51503,41.24232,-95.8589,0.9,947796
2218 3RD AVE,COUNCIL BLUFFS,IA,51501,41.25907,-95.8771,1,947797
2501 W BROADWAY,COUNCIL BLUFFS,IA,51501,41.26156,-95.882,1,947798
3326 6TH AVE,COUNCIL BLUFFS,IA,51501,41.25649,-95.8985,1,947799
2011 S 10TH ST,COUNCIL BLUFFS,IA,51501,41.24232,-95.8589,1,947800
2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503,41.27734,-95.7942,1,947801
224 WALLACE AVE,COUNCIL BLUFFS,IA,51501,41.20703,-95.8389,1,947802
2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503,41.27734,-95.7942,1,1593734
401 E WELCH ST,CRESCET,IA,51526,41.36467,-95.8546,1,947807
400 CLOVERDALE DR,COUNCIL BLUFFS,IA,51503,41.25678,-95.8008,1,947808
18997 HWY 59,OAKLAND,IA,51560,41.29022,-95.4033,1,1833330
768 S MAPLE ST,AVOCA,IA,51521,41.47078,-95.341,1,1833331
2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503,41.27734,-95.7942,1,947813
3820 HARRY LANGDON BLVD,COUNCIL BLUFFS,IA,51503,41.22186,-95.8197,1,947814
404 POTTER ST,MACEDONIA,IA,51549,41.19339,-95.4254,1,947818
601 3RD ST,UNDERWOOD,IA,51576,41.38705,-95.6823,1,1833332
205 MAIN ST,MINDEN,IA,51553,41.46618,-95.5435,1,947819
33980 310TH ST,NEOLA,IA,51559,41.5043,-95.5943,1,947820
18997 HWY 59,OAKLAND,IA,51560,41.29022,-95.4033,1,1833333
2 ELEMENTARY DR,TREYNOR,IA,51575,41.23148,-95.6023,1,1833334
601 3RD ST,UNDERWOOD,IA,51576,41.38705,-95.6823,1,1833335
415 ANTIQUE CITY DR.,WALNUT,IA,51577,41.47967,-95.222,1,1833336
1201 10TH AVENUE,GRINNELL,IA,50112,41.7521,-92.7159,0.6,947828
1333 SUNSET ST.,GRINNELL,IA,50112,41.7533,-92.7378,1,947829
925 PARK STREET,GRINNELL,IA,50112,41.74358,-92.7226,1,947830
132 E ST S,GRINNELL,IA,50112,41.73138,-92.7175,1,947831
1090 JACKSON STREET,BROOKLYN,IA,52211,41.73798,-92.4456,1,947824
425 E STREET S,GRINNELL,IA,50112,41.72683,-92.7178,1,947827
504 N. 4TH STREET,MONTEZUMA,IA,50171,41.58931,-92.5237,1,947825
504 N. 4TH STREET,MONTEZUMA,IA,50171,41.58931,-92.5237,1,947832
504 N. 4TH STREET,MONTEZUMA,IA,50171,41.58931,-92.5237,1,947833
212 MAIN STREET,MALCOM,IA,50157,41.70623,-92.556,1,947826
304 ADAMS ST,KELLERTON,IA,50133,40.70887,-94.0484,0.9,947834
111 STATE ST,BENTON,IA,50835,40.70542,-94.3582,1,947835
109 W MADISON ST,MT. AYR,IA,50854,40.71463,-94.2376,1,947836
109 W MADISON ST,MT. AYR,IA,50854,40.71463,-94.2376,1,947837
111 W MAIN ST,TINGLEY,IA,50863,40.85223,-94.194,0.9,947838
MAIN ST,ELLSTON,IA,50074,40.80867,-94.0504,1,947839
103 BROADWAY ST,DIAGONAL,IA,50845,40.80641,-94.3395,0.9,947840
101 PINE ST.,AUBURN,IA,51433,42.25152,-94.8778,0.6,947848
107 MAIN ST,EARLY,IA,50535,42.30447,-95.0518,0.8,947843
801 JACKSON ST,LAKE VIEW,IA,51450,42.30867,-95.0552,0.6,947847
118 MAIN ST.,LYTTON,IA,50561,42.47883,-94.7184,0.7,947845
107 MAIN ST,EARLY,IA,50535,42.30447,-95.0518,0.8,947842
600 MAPLE ST,ODEBOLT,IA,51458,42.30784,-95.2521,0.9,947846
1015 W MAIN ST.,SAC CITY,IA,50583,42.42218,-94.9967,1,947844
107 MAIN ST,EARLY,IA,50535,42.30447,-95.0518,0.8,947841
801 JACKSON ST,LAKE VIEW,IA,51450,42.30867,-95.0552,0.6,947849
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,947850
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947851
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947852
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947853
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947854
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947912
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947855
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947856
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947857
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947858
2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947859
No data,No data,IA,,42.28192,-94.1108,1,947860
1000 JEFFERSON ST.,BUFFALO,IA,52728,41.45837,-90.7232,0.6,947863
226 W. SYCAMORE ST.,BLUE GRASS,IA,52726,41.51202,-90.7661,0.6,947861
1000 JEFFERSON ST.,BUFFALO,IA,52728,41.45837,-90.7232,0.6,947864
3505 W LOCUST ST,DAVENPORT,IA,52804,41.538,-90.6272,1,947868
1307 WISCONSIN AVE,DAVENPORT,IA,52804,41.53288,-90.6492,1,947869
